game_id,season,game_type,week,gameday,away_team,away_score,home_team,home_score,result,total,away_moneyline,home_moneyline,spread_line,away_spread_odds,home_spread_odds,total_line,under_odds,over_odds,home_team_money_line_5Dimes,home_team_money_line_sportbet,away_team_money_line_5Dimes,away_team_money_line_sportbet,home_team_money_line_bet365,away_team_money_line_bet365,home_team_money_line_BETOnline,home_team_money_line_SPORTS BETTING,away_team_money_line_BETOnline,away_team_money_line_SPORTS BETTING,home_team_money_line_BOVADA,home_team_money_line_bodog,away_team_money_line_BOVADA,away_team_money_line_bodog,home_team_money_line_BOOKMAKER,home_team_money_line_BetCRIS,away_team_money_line_BOOKMAKER,away_team_money_line_BetCRIS,home_team_money_line_JAZZ,away_team_money_line_JAZZ,home_team_money_line_JUSTBET,away_team_money_line_JUSTBET,home_team_money_line_MATCHBOOK,away_team_money_line_MATCHBOOK,home_team_money_line_PINNACLE,away_team_money_line_PINNACLE,home_team_money_line_BetPHOENIX,away_team_money_line_BetPHOENIX,home_team_money_line_intertops,away_team_money_line_intertops,home_team_money_line_Sports Interaction,away_team_money_line_Sports Interaction,home_team_money_line_youwager.eu,away_team_money_line_youwager.eu,home_team_money_line_HERITAGE,away_team_money_line_HERITAGE,home_team_money_line_SBR,away_team_money_line_SBR,home_team_spread_5Dimes,home_team_spread_sportbet,away_team_spread_5Dimes,away_team_spread_sportbet,home_team_spread_bet365,away_team_spread_bet365,home_team_spread_BETOnline,home_team_spread_SPORTS BETTING,away_team_spread_BETOnline,away_team_spread_SPORTS BETTING,home_team_spread_BOVADA,home_team_spread_bodog,away_team_spread_BOVADA,away_team_spread_bodog,home_team_spread_BOOKMAKER,home_team_spread_BetCRIS,away_team_spread_BOOKMAKER,away_team_spread_BetCRIS,home_team_spread_JAZZ,away_team_spread_JAZZ,home_team_spread_JUSTBET,away_team_spread_JUSTBET,home_team_spread_MATCHBOOK,away_team_spread_MATCHBOOK,home_team_spread_PINNACLE,away_team_spread_PINNACLE,home_team_spread_BetPHOENIX,away_team_spread_BetPHOENIX,home_team_spread_intertops,away_team_spread_intertops,home_team_spread_Sports Interaction,away_team_spread_Sports Interaction,home_team_spread_youwager.eu,away_team_spread_youwager.eu,home_team_spread_HERITAGE,away_team_spread_HERITAGE,home_team_spread_SBR,away_team_spread_SBR,under_total_5Dimes,under_total_sportbet,over_total_5Dimes,over_total_sportbet,under_total_bet365,over_total_bet365,under_total_BETOnline,under_total_SPORTS BETTING,over_total_BETOnline,over_total_SPORTS BETTING,under_total_BOVADA,under_total_bodog,over_total_BOVADA,over_total_bodog,under_total_BOOKMAKER,under_total_BetCRIS,over_total_BOOKMAKER,over_total_BetCRIS,under_total_JAZZ,over_total_JAZZ,under_total_JUSTBET,over_total_JUSTBET,under_total_MATCHBOOK,over_total_MATCHBOOK,under_total_PINNACLE,over_total_PINNACLE,under_total_BetPHOENIX,over_total_BetPHOENIX,under_total_intertops,over_total_intertops,under_total_Sports Interaction,over_total_Sports Interaction,under_total_youwager.eu,over_total_youwager.eu,under_total_HERITAGE,over_total_HERITAGE,under_total_SBR,over_total_SBR
,,,,,,,,,,,,,,,,,,,130.0,130.0,-140.0,-140.0,120.0,-140.0,130.0,130.0,-150.0,-150.0,,,,,115.0,115.0,-135.0,-135.0,125.0,-145.0,120.0,-140.0,128.0,-134.0,124.0,-137.0,125.0,-145.0,120.0,-140.0,125.0,-145.0,125.0,-145.0,125.0,-145.0,115.0,-135.0,105.0,105.0,-115.0,-115.0,-100.0,-120.0,105.0,105.0,-125.0,-125.0,115.0,115.0,-135.0,-135.0,-130.0,-130.0,110.0,110.0,,,-120.0,100.0,107.0,-110.0,105.0,-114.0,100.0,-120.0,-125.0,105.0,-110.0,-110.0,-115.0,-105.0,-120.0,100.0,-130.0,110.0,-107.0,-107.0,-103.0,-103.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-115.0,-115.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,-103.0,102.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0
,,,,,,,,,,,,,,,,,,,-250.0,-250.0,230.0,230.0,-270.0,220.0,-275.0,-275.0,230.0,230.0,-265.0,-265.0,225.0,225.0,-270.0,-270.0,230.0,230.0,-275.0,235.0,-260.0,220.0,-238.0,214.0,-255.0,227.0,-275.0,235.0,-265.0,225.0,-280.0,230.0,-280.0,230.0,-265.0,225.0,-270.0,230.0,-105.0,-105.0,-105.0,-105.0,105.0,-125.0,-110.0,-110.0,-110.0,-110.0,100.0,100.0,-120.0,-120.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,103.0,-104.0,-104.0,-104.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,100.0,-120.0,-110.0,-110.0,-107.0,-107.0,-103.0,-103.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,103.0,-104.0,-102.0,-108.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0
,,,,,,,,,,,,,,,,,,,-105.0,-105.0,-105.0,-105.0,-115.0,-105.0,-125.0,-125.0,105.0,105.0,,,,,-115.0,-115.0,-105.0,-105.0,-115.0,-105.0,-115.0,-105.0,-111.0,102.0,-114.0,103.0,-125.0,105.0,-115.0,-105.0,-120.0,100.0,-120.0,100.0,-115.0,-105.0,-115.0,-105.0,102.0,102.0,-112.0,-112.0,-105.0,-115.0,-110.0,-110.0,-110.0,-110.0,-105.0,-105.0,-115.0,-115.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,100.0,-101.0,-107.0,-101.0,-110.0,-110.0,-110.0,-110.0,-115.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,105.0,-113.0,-103.0,-107.0,-110.0,-110.0,-110.0,-110.0,-115.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0
,,,,,,,,,,,,,,,,,,,-290.0,-290.0,260.0,260.0,-310.0,250.0,-300.0,-300.0,250.0,250.0,-290.0,-290.0,245.0,245.0,-300.0,-300.0,250.0,250.0,-300.0,250.0,-300.0,250.0,-278.0,258.0,-290.0,256.0,-320.0,260.0,-300.0,250.0,-315.0,255.0,-320.0,250.0,-305.0,255.0,-300.0,250.0,100.0,100.0,-110.0,-110.0,-100.0,-120.0,100.0,100.0,-120.0,-120.0,-105.0,-105.0,-115.0,-115.0,-110.0,-110.0,-110.0,-110.0,,,-105.0,-115.0,105.0,-106.0,105.0,-114.0,-105.0,-115.0,-110.0,-110.0,-110.0,-110.0,-105.0,-115.0,105.0,-125.0,-110.0,-110.0,-103.0,-103.0,-107.0,-107.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,-105.0,-115.0,-115.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,-109.0,-103.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0
,,,,,,,,,,,,,,,,,,,-250.0,-250.0,230.0,230.0,-280.0,230.0,-265.0,-265.0,225.0,225.0,-260.0,-260.0,220.0,220.0,-300.0,-300.0,250.0,250.0,-265.0,225.0,-270.0,230.0,-530.0,470.0,-260.0,231.0,-275.0,235.0,-260.0,220.0,-295.0,235.0,-275.0,227.0,-265.0,225.0,-275.0,235.0,-102.0,-102.0,-108.0,-108.0,-105.0,-115.0,-110.0,-110.0,-110.0,-110.0,-105.0,-105.0,-115.0,-115.0,-110.0,-110.0,-110.0,-110.0,,,-105.0,-115.0,117.0,-123.0,-106.0,-102.0,-105.0,-115.0,-105.0,-115.0,-110.0,-110.0,-110.0,-110.0,110.0,-130.0,-110.0,-110.0,-104.0,-104.0,-106.0,-106.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,-101.0,100.0,-103.0,-107.0,-110.0,-110.0,-115.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0
,,,,,,,,,,,,,,,,,,,195.0,195.0,-215.0,-215.0,180.0,-220.0,190.0,190.0,-220.0,-220.0,205.0,205.0,-245.0,-245.0,180.0,180.0,-210.0,-210.0,180.0,-220.0,180.0,-220.0,198.0,-210.0,193.0,-215.0,190.0,-230.0,180.0,-220.0,210.0,-260.0,190.0,-230.0,190.0,-230.0,180.0,-210.0,-107.0,-107.0,-103.0,-103.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,105.0,-108.0,-101.0,-107.0,-115.0,-105.0,-110.0,-110.0,-105.0,-115.0,-110.0,-110.0,-115.0,-105.0,-110.0,-110.0,-102.0,-102.0,-108.0,-108.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,102.0,-103.0,-108.0,-102.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0
,,,,,,,,,,,,,,,,,,,109.0,109.0,-119.0,-119.0,-105.0,-115.0,105.0,105.0,-125.0,-125.0,,,,,-105.0,-105.0,-115.0,-115.0,100.0,-120.0,-103.0,-117.0,109.0,-111.0,105.0,-116.0,105.0,-125.0,105.0,-125.0,110.0,-130.0,105.0,-125.0,110.0,-130.0,-105.0,-115.0,-106.0,-106.0,-104.0,-104.0,-110.0,-110.0,105.0,105.0,-125.0,-125.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,103.0,-104.0,100.0,-108.0,-110.0,-110.0,-105.0,-115.0,-105.0,-115.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-102.0,-102.0,-108.0,-108.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,-119.0,101.0,-107.0,-103.0,-110.0,-110.0,-110.0,-110.0,-115.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0
,,,,,,,,,,,,,,,,,,,-650.0,-650.0,535.0,535.0,-700.0,500.0,-640.0,-640.0,500.0,500.0,,,,,-620.0,-620.0,495.0,495.0,-650.0,520.0,-650.0,475.0,-250.0,230.0,-635.0,523.0,,,-640.0,460.0,-695.0,495.0,-650.0,500.0,-720.0,520.0,-620.0,495.0,-103.0,-103.0,-107.0,-107.0,-110.0,-110.0,-115.0,-115.0,-105.0,-105.0,-105.0,-105.0,-115.0,-115.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,-104.0,103.0,-110.0,102.0,-115.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-102.0,-102.0,-108.0,-108.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-115.0,-115.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,-103.0,-101.0,-114.0,103.0,-110.0,-110.0,-110.0,-110.0,-115.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0
,,,,,,,,,,,,,,,,,,,-250.0,-250.0,230.0,230.0,-280.0,230.0,-275.0,-275.0,230.0,230.0,-265.0,-265.0,225.0,225.0,-265.0,-265.0,225.0,225.0,-270.0,230.0,-265.0,225.0,-246.0,234.0,-270.0,239.0,-265.0,225.0,-275.0,235.0,-280.0,230.0,-275.0,235.0,-280.0,240.0,-265.0,225.0,-107.0,-107.0,-103.0,-103.0,-115.0,-105.0,-105.0,-105.0,-115.0,-115.0,-120.0,-120.0,100.0,100.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,103.0,-106.0,-104.0,-104.0,-105.0,-115.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-115.0,-105.0,-110.0,-110.0,-105.0,-105.0,-105.0,-105.0,-115.0,-105.0,-110.0,-110.0,-110.0,-110.0,-105.0,-105.0,-115.0,-115.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,104.0,-105.0,-107.0,-103.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0
,,,,,,,,,,,,,,,,,,,102.0,102.0,-112.0,-112.0,105.0,-125.0,100.0,100.0,-120.0,-120.0,,,,,100.0,100.0,-120.0,-120.0,-105.0,-115.0,102.0,-122.0,2500.0,-3600.0,102.0,-113.0,100.0,-120.0,100.0,-120.0,105.0,-125.0,105.0,-125.0,100.0,-120.0,105.0,-125.0,-105.0,-105.0,-105.0,-105.0,-105.0,-115.0,-105.0,-105.0,-115.0,-115.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,110.0,-111.0,103.0,-111.0,-105.0,-115.0,-110.0,-110.0,-105.0,-115.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-115.0,-115.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,-118.0,103.0,-114.0,103.0,-110.0,-110.0,-110.0,-110.0,-115.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0
,,,,,,,,,,,,,,,,,,,-255.0,-255.0,235.0,235.0,-275.0,225.0,-275.0,-275.0,230.0,230.0,-260.0,-260.0,220.0,220.0,-255.0,-255.0,215.0,215.0,-260.0,220.0,-265.0,225.0,-2200.0,360.0,-265.0,235.0,-265.0,225.0,-265.0,225.0,-270.0,220.0,-270.0,225.0,-265.0,225.0,-270.0,230.0,-109.0,-109.0,-101.0,-101.0,-110.0,-110.0,-115.0,-115.0,-105.0,-105.0,-115.0,-115.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-105.0,-115.0,-110.0,-110.0,100.0,100.0,-104.0,-104.0,-105.0,-115.0,-110.0,-110.0,-120.0,100.0,-115.0,-105.0,105.0,-125.0,-110.0,-110.0,-102.0,-102.0,-108.0,-108.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,105.0,105.0,-125.0,-125.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,111.0,-124.0,109.0,-120.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0
,,,,,,,,,,,,,,,,,,,-230.0,-230.0,210.0,210.0,-250.0,210.0,-250.0,-250.0,210.0,210.0,-235.0,-235.0,195.0,195.0,-235.0,-235.0,195.0,195.0,-245.0,205.0,-245.0,205.0,570.0,-630.0,-235.0,210.0,-245.0,205.0,-250.0,210.0,-250.0,200.0,-250.0,210.0,-240.0,200.0,-245.0,205.0,-101.0,-101.0,-109.0,-109.0,-100.0,-120.0,-110.0,-110.0,-110.0,-110.0,115.0,115.0,-135.0,-135.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,104.0,-105.0,-104.0,-104.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,100.0,-106.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0
,,,,,,,,,,,,,,,,,,,-310.0,-310.0,280.0,280.0,-350.0,275.0,-335.0,-335.0,280.0,280.0,-360.0,-360.0,280.0,280.0,-325.0,-325.0,275.0,275.0,-350.0,290.0,-330.0,270.0,-330.0,292.0,-310.0,273.0,-350.0,290.0,-330.0,270.0,-420.0,320.0,-340.0,260.0,-330.0,270.0,-335.0,285.0,102.0,102.0,-112.0,-112.0,-110.0,-110.0,-105.0,-105.0,-115.0,-115.0,120.0,120.0,-140.0,-140.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,-115.0,104.0,-109.0,102.0,-110.0,-105.0,-115.0,-110.0,-110.0,100.0,-120.0,-110.0,-110.0,100.0,-120.0,-110.0,-110.0,-107.0,-107.0,-103.0,-103.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,106.0,-107.0,102.0,-113.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0
,,,,,,,,,,,,,,,,,,,128.0,128.0,-138.0,-138.0,125.0,-145.0,130.0,130.0,-150.0,-150.0,135.0,135.0,-155.0,-155.0,125.0,125.0,-145.0,-145.0,130.0,-150.0,125.0,-145.0,121.0,-141.0,131.0,-145.0,130.0,-150.0,125.0,-145.0,145.0,-170.0,130.0,-150.0,130.0,-150.0,125.0,-145.0,-117.0,-117.0,107.0,107.0,-120.0,-100.0,100.0,100.0,-120.0,-120.0,-110.0,-110.0,-110.0,-110.0,-125.0,-125.0,105.0,105.0,-120.0,100.0,-115.0,-105.0,108.0,-115.0,108.0,-117.0,-115.0,-105.0,-125.0,105.0,105.0,-125.0,-110.0,-110.0,-115.0,-105.0,-125.0,105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-115.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,103.0,-105.0,-107.0,-103.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0
,,,,,,,,,,,,,,,,,,,-143.0,-143.0,123.0,123.0,-145.0,125.0,-145.0,-145.0,125.0,125.0,,,,,-150.0,-150.0,130.0,130.0,-145.0,125.0,-142.0,122.0,-136.0,133.0,-147.0,133.0,-145.0,125.0,-140.0,120.0,-145.0,125.0,-145.0,125.0,-150.0,130.0,-150.0,130.0,-130.0,-130.0,110.0,110.0,-110.0,-110.0,-130.0,-130.0,110.0,110.0,100.0,100.0,-120.0,-120.0,100.0,100.0,-120.0,-120.0,100.0,-120.0,-120.0,100.0,-120.0,116.0,102.0,-110.0,-125.0,105.0,-115.0,-105.0,100.0,-120.0,-110.0,-110.0,-105.0,-115.0,100.0,-120.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-101.0,-111.0,-107.0,-103.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0
,,,,,,,,,,,,,,,,,,,-930.0,-930.0,730.0,730.0,-1000.0,650.0,-950.0,-950.0,710.0,710.0,,,,,-925.0,-925.0,675.0,675.0,,,-1000.0,700.0,-880.0,720.0,-900.0,704.0,,,-1000.0,650.0,-1175.0,775.0,-1000.0,700.0,-1005.0,705.0,-1000.0,700.0,-101.0,-101.0,-109.0,-109.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-115.0,106.0,-106.0,-102.0,-115.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,106.0,-117.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0
,,,,,,,,,,,,,,,,,,,-109.0,-109.0,-101.0,-101.0,-120.0,-100.0,-120.0,-120.0,100.0,100.0,,,,,-116.0,-116.0,-104.0,-104.0,-115.0,-105.0,-116.0,-104.0,-108.0,-116.0,-110.0,100.0,-125.0,105.0,-115.0,-105.0,-115.0,-105.0,-125.0,105.0,-115.0,-105.0,-116.0,-104.0,-102.0,-102.0,-108.0,-108.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-115.0,-115.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-101.0,-102.0,-104.0,-104.0,-105.0,-115.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-107.0,-107.0,-103.0,-103.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-107.0,-111.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0
,,,,,,,,,,,,,,,,,,,-137.0,-137.0,127.0,127.0,-145.0,125.0,-140.0,-140.0,120.0,120.0,,,,,-145.0,-145.0,125.0,125.0,-145.0,125.0,-140.0,120.0,-133.0,129.0,-140.0,127.0,-155.0,135.0,-140.0,120.0,-140.0,120.0,-145.0,125.0,-145.0,125.0,-150.0,130.0,-120.0,-120.0,110.0,110.0,105.0,-125.0,-130.0,-130.0,110.0,110.0,-105.0,-105.0,-115.0,-115.0,-105.0,-105.0,-115.0,-115.0,-115.0,-105.0,105.0,-125.0,-120.0,119.0,-126.0,116.0,-105.0,-115.0,100.0,-120.0,105.0,-125.0,-110.0,-110.0,100.0,-120.0,-105.0,-115.0,-107.0,-107.0,-103.0,-103.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-115.0,-115.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-103.0,-109.0,-103.0,-107.0,-110.0,-110.0,-110.0,-110.0,-115.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0
,,,,,,,,,,,,,,,,,,,-210.0,-210.0,190.0,190.0,-210.0,175.0,-215.0,-215.0,185.0,185.0,-210.0,-210.0,175.0,175.0,-215.0,-215.0,185.0,185.0,-210.0,175.0,-215.0,177.0,-195.0,170.0,-210.0,188.0,-225.0,185.0,-220.0,180.0,-220.0,180.0,-220.0,180.0,-215.0,180.0,-215.0,185.0,-109.0,-109.0,-101.0,-101.0,-115.0,-105.0,-110.0,-110.0,-110.0,-110.0,-105.0,-105.0,-115.0,-115.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,101.0,-107.0,-105.0,-103.0,-120.0,100.0,-110.0,-110.0,-105.0,-115.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,101.0,-109.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0
,,,,,,,,,,,,,,,,,,,275.0,275.0,-305.0,-305.0,275.0,-350.0,265.0,265.0,-315.0,-315.0,275.0,275.0,-350.0,-350.0,280.0,280.0,-330.0,-330.0,260.0,-320.0,260.0,-320.0,100.0,-610.0,269.0,-305.0,255.0,-315.0,270.0,-330.0,275.0,-355.0,255.0,-330.0,265.0,-325.0,275.0,-325.0,-105.0,-105.0,-105.0,-105.0,-105.0,-115.0,-110.0,-110.0,-110.0,-110.0,-105.0,-105.0,-115.0,-115.0,-110.0,-110.0,-110.0,-110.0,-105.0,-115.0,-110.0,-110.0,-129.0,122.0,-120.0,111.0,-115.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-115.0,-105.0,-110.0,-110.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,-105.0,-115.0,-115.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-107.0,103.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0
,,,,,,,,,,,,,,,,,,,-165.0,-165.0,155.0,155.0,-175.0,155.0,-170.0,-170.0,150.0,150.0,-165.0,-165.0,145.0,145.0,-175.0,-175.0,155.0,155.0,-165.0,145.0,-170.0,150.0,-164.0,159.0,-170.0,153.0,-175.0,155.0,-175.0,155.0,-180.0,150.0,-185.0,162.0,-170.0,150.0,-175.0,155.0,-120.0,-120.0,110.0,110.0,-125.0,105.0,100.0,100.0,-120.0,-120.0,105.0,105.0,-125.0,-125.0,-120.0,-120.0,100.0,100.0,-125.0,105.0,-120.0,100.0,113.0,-115.0,104.0,-113.0,-120.0,100.0,100.0,-120.0,-120.0,100.0,-125.0,105.0,-120.0,100.0,-120.0,100.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,104.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0
,,,,,,,,,,,,,,,,,,,-115.0,-115.0,105.0,105.0,-115.0,-105.0,-120.0,-120.0,100.0,100.0,,,,,-115.0,-115.0,-105.0,-105.0,-115.0,-105.0,-120.0,100.0,-110.0,109.0,-116.0,105.0,,,-115.0,-105.0,-115.0,-105.0,-120.0,100.0,-115.0,-105.0,-115.0,-105.0,-125.0,-125.0,105.0,105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,-105.0,-115.0,-115.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-104.0,103.0,-110.0,102.0,-110.0,-110.0,-110.0,-110.0,-105.0,-115.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,102.0,-103.0,-107.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0
